name,calories,protein,carbs,fat,fiber
Haribo pik,352.0,6.0,80.0,0.5,0.0
Pain complet de seigle aux graines de tournesol,214.0,5.7,34.0,3.7,11.0
Quinoa au naturel,156.0,4.2,21.0,4.6,6.0
Repas Équilibré barre saveur Pomme Framboise,332.0,24.0,42.0,6.1,10.0
Sablés framboise sésame,484.0,6.0,62.0,23.0,0.0
Le Crottin de Chèvre,297.0,20.0,2.6,23.0,0.0
Saint Agur crème format maxi,286.0,13.0,2.3,25.0,0.0
Soupe Miso au Tofu,18.0,1.2,1.7,0.6,0.4
Shirataki de Konjac,7.0,0.0,0.2,0.0,3.7
Sandwich Le Méga Thon Oeuf x3 / pain viennois,279.0,10.0,27.0,14.0,2.9
Salade & Compagnie - Stockholm,194.0,7.6,19.0,9.1,2.7
Noix de cajou grillées,614.0,20.0,22.0,49.0,5.2
Petits pains grillés au blé complet sans sucres ajoutés,389.0,13.0,68.0,5.5,7.6
Comte 6 mois aop lc 350g,419.0,27.0,1.0,34.0,0.5
Yaourt a la grecque nature 4x150g,101.0,3.0,3.9,8.2,0.0
Naturais 300g,209.0,6.3,4.7,20.0,0.0
Petits pains grillés au froment - 225g,403.0,9.1,73.0,7.4,4.1
Yaourt nature à la grecque 4x150g,102.0,2.9,3.5,8.5,0.5
Huile Isio 4 Olive,900.0,0.0,0.0,100.0,0.0
"Lasagnes saumon, epinard",102.0,6.3,10.0,3.7,1.5
2 dos de cabillaud façon fish and chips,153.0,14.0,7.5,7.0,0.9
Émincés de poulet conchiglie complètes et légumes à l'italienne,98.0,7.9,10.0,2.2,3.1
Éclats de fèves de cacao noir,526.0,6.5,51.0,31.0,8.4
Suprêmes au Goût de Crabe,86.0,10.0,8.0,1.4,0.0
Feuilles de Brick,283.0,6.0,60.0,1.1,0.0
Tarama aux œufs de cabillaud,567.0,4.0,3.5,58.0,0.0
Pate à tartiner noisette cacao,542.0,9.7,53.0,32.0,4.8
salade THON OEUF CRUDITES,105.0,5.6,4.4,7.0,9.3
Butter gesalzen,726.0,0.8,0.7,80.0,0.0
Chocolat noir 80% - Équateur,577.0,11.2,27.0,44.0,14.2
L'originale,540.0,5.9,50.0,33.3,5.2
1L LIMONADE ARTISANAL LORINA,34.0,0.0,8.4,0.0,0.0
Tortilla chips classic,480.0,6.7,63.0,22.0,4.0
Croustillant Nature,447.0,8.9,69.0,13.0,8.1
"Crackers Aux graines de courge, lin et sésame",486.0,21.0,34.0,27.0,12.0
Beurre de bretagne doux,0.0,0.8,0.6,82.0,0.0
Pain de mie Grandes tranches 7 Céréales,283.0,8.2,46.0,6.5,4.0
Vinaigre Balsamique de Modène,0.0,0.0,0.0,0.0,0.0
Chips Pom'Lisse,540.0,5.9,50.0,34.0,5.2
Petits Pains Grillés Froment,411.0,9.8,73.0,8.1,3.5
Torsades complètes,336.0,14.0,64.0,2.0,6.8
4 Galettes de Bretagne au sarrasin,165.0,5.8,31.0,1.4,2.6
Escalope Cordon Bleu au Comté,206.0,14.0,14.0,10.0,2.1
Pain tranché au seigle,216.0,6.8,41.0,1.3,6.0
Yaourt Nature au Lait 1/2 écrémé,42.0,3.5,5.0,0.9,0.0
Sauce au poivre,478.0,0.5,5.8,50.3,0.0
Brassé Jus de Citron,90.0,3.6,11.9,3.1,0.0
Rocher Suchard noir (7 x 35g) 245 g e,570.0,5.2,50.5,37.5,5.0
Pâte à tartiner Banania,533.0,4.6,56.5,31.0,4.0
Coco nature,160.0,1.1,3.5,16.0,0.3
Almette - Kräuter,251.0,5.4,4.7,23.0,0.0
Kinderriegel,566.0,8.7,53.5,35.0,0.0
Maxi King,521.0,6.7,38.2,37.5,0.0
fritz-kola Original,40.0,0.0,9.9,0.0,0.0
Udon,127.0,4.9,26.0,0.1,2.1
Co op wholemeal toastie,231.0,10.0,37.8,2.89,7.78
M&M's - peanut,524.0,9.8,59.0,26.0,0.0
Toasting Muffins,228.0,8.75,42.0,2.03,2.66
Quick Yeast,356.0,43.5,19.0,5.7,0.0
Chopped Tomatoes in Tomato Sauce,16.0,1.0,3.0,0.1,0.7
Yogurt and Oat Clusters,178.0,4.8,25.0,6.0,2.1
Baton protein waniliowy,406.0,20.0,44.0,16.0,9.1
Ideal Flan Vanilla,50.0,0.0,13.0,0.0,0.0
"Sardines à l'huile de soja aux légumes, piment et épices",208.5,26.3,0.4,11.3,0.0
Doritos gout SWEET CHILI PEPPER,492.0,6.6999998092650985,58.0,25.0,0.0
Pearl River Bridge Soy Sauce,38.0,4.9,4.5,0.0,0.0
"RICORE Original, Café & Chicorée, Recharge de 260g",141.0,2.7,9.1,0.5,45.3
chocolat brownie,473.0,4.8000001907349015,48.0,29.0,1.7
Kinder Bueno Mini,572.0,8.6,49.5,37.3,0.0
"Butterkekse, glutenfrei",458.0,2.7,80.0,14.0,0.8
Rocchetta Naturale,0.0,0.0,0.0,0.0,0.0
IL CRACKER,438.0,10.0,67.7,13.0,5.0
Primizie,468.0,7.8,62.6,19.5,5.3
Crunchy Avena y Miel,467.0,8.7,64.3,18.1,6.4
Espetec,421.0,27.5,1.4,34.0,0.0
Pão de forma,255.0,8.2,48.0,2.7,3.38
Tomate frito sin azúcares añadidos,65.0,1.5,6.5,3.5,0.0
Mantequilla con sal,734.0,0.5,0.8,81.0,0.0
Mango deshidratado,318.0,2.9,70.0,1.1,7.6
Naturel Chips,513.0,6.2,53.0,30.0,5.2
Moutarde Au Miel Pot,226.0,4.2,35.0,6.4,3.2
Dulce de Leche La lechera,301.0,5.6,55.8,6.0,0.0
High Protein Chocolate Pudding,76.0,10.0,5.5,1.5,0.0
Petits Pois 1/2,75.0,5.0,9.1,0.9,5.3
Tesco Sardines in Tomato Sauce,175.0,18.5,0.833,10.8,0.0
intense rich beef,90.0,4.9,10.0,3.1,0.9
Free from Green Pesto,373.0,3.4,6.3,36.8,1.8
Basics Clear Honey,329.0,0.5,81.5,0.5,0.5
Roasted & Salted Cashews,625.0,19.5,19.4,50.9,5.4
Wholewheat spaghetti (cooked),145.0,5.7,27.4,0.6,3.9
Team up,500.0,3.75,64.6,25.4,1.25
Gorgonzola dop piccante,342.0,20.0,0.0,29.0,0.0
Batido proteínas Whey Hacendado,46.0,7.9,2.3,0.6,0.0
Jambon supérieur Sans nitrite,113.0,21.0,0.4,2.9,0.0
Bifrutas tropical,21.0,0.3,4.8,0.0,0.5
Gullon cookies,454.0,5.9,63.0,24.0,4.0
NESCAFÉ 3in1 ORIGINAL,430.0,1.21,75.8,12.7,2.42
Delicate korma curry,195.0,3.13,8.33,16.4,1.0
Cereales rellenos de crema de cacao y avellana sin gluten,461.0,6.0,69.0,17.3,2.0
Belgian Chocolate Ice Cream,313.0,4.5,26.3,20.0,2.2
"Süßes, Schokolade Edelbitter 85%",604.0,11.0,20.0,50.0,14.0
Veggie Fingers,185.0,3.6,23.0,8.1,2.6
Crème Fraîche,298.0,2.2,2.4,31.0,0.0
Whole Nut Smooth Peanut Butter,650.0,24.7,9.1,55.7,6.5
Cuisson Pratique,621.0,0.0,0.0,69.0,0.0
Fruit d'Or 100% végétal,620.0,0.0,0.0,70.0,0.0
Mouliné aux légumes,31.0,0.5,6.2,0.5,0.9
Lapte,62.0,3.0,4.5,3.5,0.0
Basmati Rice (raw),369.0,8.1,83.7,0.5,1.1
Galettes de lentilles vertes courgette menthe,275.0,8.5,21.2,16.0,6.2
Extra Leben,0.0,0.0,0.0,1.2,0.0
Stone Baked Margherita Pizza,260.0,13.5,33.5,7.4,2.5
Pulled Pork,144.0,18.0,2.0,7.0,0.0
TESCO Whole Pickled Gherkins in spirit vinegar,19.0,0.8,2.5,0.3,1.3
Krave choco nut flavour,456.0,7.1,69.0,16.0,3.6
Hachis parmentier les classiques du chef,140.0,6.6,13.0,6.6,1.1
Croc break,465.0,5.7,70.0,17.0,4.4
Oatly Hafer Barista Edition,61.0,1.1,7.1,3.0,0.8
Creamy Coleslaw,231.0,0.5,6.7,22.0,2.0
granola,464.0,13.0,52.0,21.0,8.9
Chicken broth,41.0,1.6,7.2,0.7,0.7
"Grainéa Abricot barres aux 5 céréales Maîs,Blé, Seigle, Riz  x 6 barres",369.0,5.2,72.0,5.1,7.0
chilli packet,257.0,7.6,56.1,5.9,10.4
Bio ginger turmeric shot,32.0,0.5,5.8,0.5,0.2
Pitta breads,254.0,9.4,51.0,0.7,3.8
Greek Style Fat Free Natural Yogurt,62.0,5.9,9.1,0.2,0.0
Tunfisch Filets in Sonnenblüme,139.0,25.4,0.0,4.1,0.0
Tomate Pelado Troceado,31.0,1.1,6.0,0.1,0.0
Tortilla Chips Avocado Guacamole Flavour,522.0,7.1,67.0,24.0,4.7
Harrys pain de mie extra moelleux complet sans sucres ajoutés 500g,269.0,8.7,46.0,4.1,6.0
Seville orange marmalade,263.0,0.4,65.0,0.0,0.0
Tofu al naturale,129.0,13.0,1.8,7.5,1.0
Muesli fruits,366.0,10.0,61.0,6.9,9.9
Gewürz-Spekulatius,477.0,6.0,70.0,18.7,0.0
Organic Coconut Milk Yog Natural,199.0,2.0,4.3,19.0,0.0
Vinaigrede table blanc,0.8,0.0,0.15,0.0,0.0
Juby Sardines In Vegetable Oil125g,231.0,23.7,1.0,17.6,0.0
L'Olive vierge extra,900.0,0.0,0.0,100.0,0.0
Penne rigate,352.2,11.2,76.5,0.16,0.0
Apricot Wheats,377.0,8.8,78.0,1.5,7.9
Light & Free,48.0,7.3,4.5,0.1,0.0
Organic Sea Salt Tortilla Chips,464.0,7.14,60.7,25.0,7.14
Skyr bio vanille,73.0,9.1,8.9,0.1,0.0
Biscuits Épeautre et Sésame,505.0,9.0,60.0,25.0,4.3
Infuse a froid pêche-framboise,4.0,0.5,0.5,0.5,0.0
Tartines grillées craquantes au froment 250g,387.0,12.0,74.0,3.4,6.2
Amora Moutarde Mi-Forte 260g,271.0,5.9,2.6,25.0,2.6
Sour Watermelon,333.0,0.0,87.5,0.0,0.0
Typ Cappuccino classic,399.0,8.3,77.0,8.0,0.0
Extra Special Mixed Seed Sourdough,270.0,12.0,37.0,6.5,8.5
Schokolade Halbbitter,534.0,6.0,50.0,33.0,0.0
PHILADELPHIA GARLIC & HERBS www. For delicious vis,142.0,7.2,5.3,10.0,0.0
Jamaican-style grains & pulses,135.0,3.9,20.0,3.0,5.9
Crunchips Paprika,538.0,5.7,50.0,34.0,4.4
Pur cacao non sucré,346.0,25.0,14.0,11.0,46.0
Le nature,137.0,9.0,5.0,9.0,0.0
Soya alternative to greek style yogurt,52.0,5.8,0.0,3.0,0.8
Iaurt cremos in stil grecesc 10%,123.0,3.7,4.5,10.0,0.0
Malted Wheats,361.0,11.3,69.6,1.7,10.9
85% Cacao NOIR,595.0,12.0,20.0,49.0,13.0
THE VERT DE CHINE,0.0,0.0,0.0,0.0,0.0
Soy original,42.0,3.0,3.4,1.8,0.3
Hafermilch Voll,59.0,1.1,7.0,2.8,0.8
Special K Classic,392.0,8.0,84.0,1.3,6.0
Labné,225.0,6.0,3.0,21.0,0.0
Courgettes cuisinées à la provençale d'aucy 380g,79.0,1.4,4.9,5.5,2.2
Indian Style Grains,158.0,5.4,23.6,3.6,4.5
POM-BÄR Original,516.0,3.0,62.0,27.0,4.9
Amandes non grillées,613.0,26.0,6.0,52.0,8.3
Strawberry,75.0,4.6,12.6,0.5,0.0
Full cream sweetened condensed milk في ١٠٠ غرام 271 سعرة حرارية,325.0,8.0,56.5,8.0,0.0
Go Free Gluten Free Corn Flakes imp,382.0,7.4,82.9,1.4,4.2
Pasas sultanas,300.0,2.5,68.6,0.6,5.2
Goede start,356.0,0.5,1.1,39.0,0.0
Miel d'Eucalyptus,305.6,0.47,81.0,0.04,0.0
Queso en lonchas de vaca,364.0,21.0,0.5,31.0,0.0
Vitamina C + Zinc sabor Limón,0.0,0.0,0.0,0.0,0.0
Coffee Mate,300.0,1.67,33.3,16.7,0.0
bran flakes harvest morn,366.0,10.7,66.3,3.2,14.5
Ready Rolled Puff Pastry,441.0,6.6,47.6,24.3,2.8
Flakes fruits rouges,370.0,8.7,74.9,2.2,8.0
NESTLE FITNESS Cocoa Protein Bar Multipack (,330.0,11.9,41.0,9.4,26.4
Extra Smooth Houmous,305.0,6.8,10.6,25.4,3.4
Magnesium Drink Zero,2.0,0.0,0.0,0.0,0.0
Pitted Dates,265.0,5.4,58.7,0.6,7.5
Wiltshire Cured Ham,126.0,24.7,0.1,2.9,0.5
Dark milk chocolate with blood orange,573.0,9.0,42.4,39.5,6.1
Fromage cheddar 16 portion or blanc,0.0,0.0,0.0,0.0,0.0
Jibal fromage frais,122.15,4.95,14.45,4.95,0.0
Taste the Difference Raspberry Conserve,240.0,1.0,56.0,1.0,2.9
Lighter Coconut Milk,66.0,0.5,3.5,5.6,0.5
Sriracha Hot Chili Sauce,0.0,0.0,0.0,0.0,0.0
Organic Soy Milk: Unsweet,33.3,2.92,1.67,1.88,0.833
Soft Tortilla Wrap,294.0,8.06,54.0,4.35,3.23
Premium original Galletas de Soda,438.0,6.25,75.0,9.38,0.0
Cinnamon Brown Sugar Biscuits,460.0,6.0,72.0,16.0,4.0
Houmus with Extra Virgin Olive Oli,308.0,5.7,8.5,27.2,3.3
Organic Tortilla Chips,500.0,7.14,67.9,21.4,7.14
Pure Irish Butter Salted,714.0,0.0,0.0,78.6,0.0
Ancient Grain Granola,433.0,10.0,60.0,16.7,6.67
Mango,331.0,2.3,73.5,1.4,7.4
Bastoncini salati,399.0,11.0,77.0,4.0,5.5
Rich Tea Biscuits,459.0,7.9,71.0,15.3,2.6
Nature Tortilla,472.0,6.6,64.4,20.0,4.0
Frischkäse der Sahnige,243.0,6.3,2.8,23.0,0.0
Meruňkový džem,240.0,0.3,58.0,0.02,1.2
Skyr Natural,62.0,11.0,4.0,0.2,0.0
Beurre bio doux 250g,753.0,0.7,0.9,83.0,0.0
Lait amandes caramélisées,0.0,8.8,47.4,39.1,3.4
"Fromage Blanc 3,1%",79.0,7.8,4.7,3.2,0.5
Belvita Petit-Déjeuner Original,435.0,7.8,66.0,14.0,6.8
Emietté de Thon le mariné Citron & Thym,216.0,24.6,0.0,13.1,0.0
Salakis Natur,272.0,16.0,0.8,23.0,0.0
Velouté de potiron,35.0,0.6,4.6,1.2,1.9
Bouillon volaille &vermicelles,20.0,0.65,4.0,0.1,0.3
Lait écrémé en poudre,359.0,36.0,52.0,0.8,0.0
Les Saucisse aux lentilles,112.0,7.3,9.1,4.5,2.8
Blanc de Dinde  - 25% de sel*,104.0,22.0,0.7,1.5,0.5
Le supérieur cuit à l'étouffée - tranches fines - 25% de sel * - 6 tranches,0.0,22.0,0.5,2.8,0.0
200G STARMINT HARIBO,381.0,0.5,95.0,0.5,0.0
Lutti best fizz tubo 550g,345.0,4.6,79.8,0.3,0.0
Paprika doux,0.0,0.0,0.0,0.0,0.0
Quaker Cruesli Chocolat au lait maxi format,457.0,7.7,59.0,19.0,8.7
Cheetos goût fromage,491.0,6.9,64.0,23.0,1.0
Boulghour de blé à la Tunisienne au Raz-El-Hanout,159.0,6.3,21.0,4.1,6.5
Framboise Sans sucres ajoutés,82.0,0.6,15.0,0.0,15.0
Biscuit Cacaoté Fourré Saveur Vanille,436.0,4.8,65.0,20.0,7.0
Les Galettes Boulgour - Roquefort & Figues,230.0,8.0,30.0,7.6,4.9
Cookies Chocolat Noisettes,517.0,7.4,60.0,27.0,4.2
Grilletine Céréales et Graines x18,440.0,13.0,66.0,12.0,7.8
Meersalz Butter,720.0,0.0,0.0,80.0,0.0
Lentilles Carottes,106.0,7.3,13.0,1.6,5.0
Soja chocolat,72.0,3.8,7.8,2.6,0.9
CremioBox - Poulet & Emmental râpé,166.0,7.86,20.4,5.71,1.54
Cordon Bleu de Dinde et Coquillettes à l'Emmental,196.0,7.8,16.0,11.0,1.0
Blanquette de poulet,97.0,6.4,11.0,2.8,1.1
Hulie d'olive vierge extra,900.0,0.5,0.5,100.0,0.5
B.or cornichons e/f bc 360 g,12.0,1.3,0.8,0.0,1.9
Tuiles saveur crème oignon,492.0,4.1,61.0,24.9,0.0
Sel fin de Guérande,0.0,0.0,0.0,0.0,0.0
Crackers 3 graines - BIO,443.0,14.925,48.925,18.125,12.075
Céréales Muesli croustillant aux fruits rouges doypack de 500g,436.0,8.9,63.0,14.0,8.9
L'Authentique Vegan,281.0,19.0,11.0,17.0,3.8
Foie de morue fumé au bois de hêtre,560.0,4.6,2.3,59.0,0.0
Sardines généreuses à la tomate sans huile,170.0,18.0,1.6,10.0,0.6
HUILE D'OLIVE  SQUEEZE,900.0,0.0,0.0,100.0,0.0
"Colin d'Alaska au citron et au basilic, risotto verde",85.0,6.2,11.0,1.6,2.1
Poêlée de légumes à la provencale,63.0,1.3,4.0,4.3,1.4
MUESLI & Co 6 FRUITS SECS,366.0,9.5,63.0,6.4,8.9
Mousse intense Chocolat Noir du Pérou 2 x 80 g,208.0,4.0,16.0,14.4,1.6
Pommes - sans sucres ajoutés,55.0,0.5,13.0,0.5,1.5
4 AGRUMES,202.0,0.5,49.0,0.5,0.0
Vico La Classique 400g,525.0,5.9,47.0,34.0,4.5
Chocolate Fitness Special K,383.0,7.7,66.0,9.1,7.3
Original Nature,368.0,9.4,75.0,1.8,7.6
Sucre sachet Poudre 1 Kg,400.0,0.0,100.0,0.0,0.0
Nuggets de poulet bio,209.0,11.0,21.0,8.1,2.1
Elle & vire sauce bechamel poche 33cl,129.0,2.8,6.8,10.0,0.4
Filets de colin d'Alaska MSC panés - 220g - Frais,204.0,12.0,19.0,8.4,1.1
Tropicana Clémentine 1 L,50.0,0.6,10.0,0.0,1.1
Pruneaux d'AGEN dénoyautés,232.0,1.6,50.0,0.2,7.9
Tranches de chèvre,401.0,26.0,0.0,33.0,0.0
Le pâté de porc Hénaff,257.0,17.0,0.5,21.0,0.0
Délisse - Lait demi-écrémé,46.0,3.2,4.8,1.5,0.5
Lait Facile à Digérer,43.0,3.3,4.0,1.0,0.0
riz au lait a la vanille naturelle,155.0,3.3,22.0,5.9,0.2
Noir quinoa soufflé,558.0,5.4,47.0,37.0,8.9
Sauce aigre douce Suzi Wan 330g,107.0,0.3,25.3,0.1,0.4
Gurkentopf,33.0,0.9,5.9,0.1,1.3
Zottis Fruit Yoghurt,76.0,2.1,16.7,0.1,0.0
Beanz Baked Beans with Pork Sausages,97.0,5.0,11.9,3.2,2.8
Beef Ravioli,74.0,2.5,12.0,1.6,0.8
Soreen Malt Loaf 190g,305.0,8.6,62.4,2.9,0.0
100% pure coconut oil,899.0,0.0,0.0,100.0,0.0
Green Machine Smoothie,41.0,0.0,9.9,0.0,0.5
Special flakes with red berries,370.0,7.4,79.9,1.5,3.5
Thé Earl Grey coffret,0.0,0.0,0.0,0.0,0.0
Protein Bites with Whole Oats,430.0,7.67,43.3,22.3,16.3
"Fever Tree Premium Tonic 0,5l",30.0,0.0,7.4,0.0,0.0
Croissant with Cocoa Filling,453.0,5.6,43.0,28.0,1.9
Fanta Limón,19.0,0.0,4.5,0.0,0.0
Nestea Limón,19.0,0.0,4.5,0.0,0.0
Спрайт,19.1,0.0,4.55,0.0,0.0
original taste,42.0,0.0,10.6,0.0,0.0
manteiga Magra,384.0,1.8,1.9,41.0,0.0
Salam Sasesc,310.0,16.33,1.38,26.34,0.0
Champignons coupés,18.0,1.8,1.0,0.5,1.8
Infusion,0.0,0.0,0.0,0.0,0.0
Marrakech pomme 1l,46.0,0.200000003,11.30000019,0.0,0.0
Jibal,0.0,0.0,0.0,0.0,0.0
Danao pêche abricot,41.8,0.45,10.0,0.0,0.0
Aromat,165.0,13.0,16.0,3.5,0.6
Belgian Choc,365.0,8.9,59.0,7.3,0.0
Nesquik Chocolate Flavour,44.7,2.57,5.57,1.27,0.233
Caro Landkaffee,366.0,5.0,81.1,0.5,8.0
Belvita Muesli,452.0,7.6,69.0,15.0,50.0
Petit Lu beurre & sel de Guérande,483.0,6.6,65.0,21.0,2.4
prince,467.0,6.3,69.0,17.0,4.0
Leo,539.0,6.36,60.6,30.0,1.5
Magretti,441.0,8.3,72.2,12.5,3.0
Mix milk,427.0,6.2,55.0,20.0,0.0
Chocolate puro,540.0,6.2,50.0,33.0,0.0
Yakisoba classic,222.0,4.8,28.0,10.0,0.6
Mega Duo Doble Cacao,475.0,6.0,66.0,20.0,4.0
Fuetec Original,445.5,27.5,4.0,35.5,0.0
Copos de trigo integral y arroz con chocolate con leche,399.0,8.3,76.0,6.2,5.1
Tortitas de arroz con chocolate blanco,467.0,7.2,63.0,20.0,3.0
Yogur natural 0%,36.0,4.3,4.5,0.1,0.0
Lentejas a la Jardinera,65.0,4.2,7.9,1.3,0.0
Queso de Cabra,335.0,17.0,1.1,29.2,0.0
Lays Oven Baked roasted paprika,440.0,5.9,72.0,13.0,6.4
KNORR Bio Bouillon Saveur Légumes 6 Tablettes 60g,304.0,1.5,41.0,15.0,2.0
SAUCE YAKITORI,203.0,5.1,42.0,0.0,0.0
SAUCE AMERICAN BURGER,372.0,0.9,12.0,35.5,2.3
Red Bull 250ml,46.0,0.0,11.0,0.0,0.0
VEGEMITE B VITAMINS FOR VITALITY,0.0,25.9,11.1,1.0,8.4
karamelová pomazánka v lednici,417.0,0.7,71.3,14.3,0.0
Alitkane Farine fleure,0.0,0.0,0.0,0.0,0.0
Fig Rolls,383.0,4.7,66.3,10.1,4.2
Medium sliced super soft white,249.0,9.0,45.3,2.75,3.62
High Protein Milk Shake,55.6,10.1,2.17,0.845,0.483
Coconut Water With Pressed Coconut,24.0,0.0,4.8,0.5,0.0
jibbi vanille,275.0,2.9,10.0,1.5,0.0
Pindakaas,664.0,21.0,11.0,58.0,6.6
White Folded Flatbreads,303.0,8.86,53.4,4.57,2.57
Tesco Finest All Butter Croissant 4 Pack,407.0,9.4,43.5,21.3,2.0
Vinaigre balsamique,197.0,1.0,42.0,0.0,0.0
Bio organic,463.0,7.0,67.0,17.0,6.8
Cretan Blossom Honey,332.0,0.0,83.0,0.0,0.0
Maïs SRP 1/2,73.0,2.7,11.0,1.4,3.0
Pure Clear Honey,307.0,0.4,76.4,0.0,0.0
Actimel original nature,73.0,3.0,10.8,1.6,0.0
Sliced Chicken,115.0,23.3,1.5,1.67,0.5
"Hand Finished Oat, Sunflower & Pumpkin Loaf",296.0,10.0,38.0,9.8,8.2
Micro Popcorn sare,444.0,8.9,58.0,17.0,12.0
Organic Balsamic Vinegar,93.0,0.5,53.0,0.5,1.0
Chicken & Vegetable broth,40.3,2.47,3.4,1.77,0.5670000000000001
Frites de patate douce,161.0,2.0,24.0,5.5,3.5
Yaourt grec 0%,57.361,9.6,3.8,0.0,0.0
Fruit & Seed Oatcakes on the go,437.0,9.6,60.2,15.5,9.2
Yaourt grec a boire,102.0,2.1,13.3,4.5,0.0
fully cooked CHICKEN BREAST BITES,308.0,4.41,74.9,0.0,0.0
Mario thon entier,205.0,26.1,0.0,12.2,0.0
Tortilla Wraps Mini White,294.0,7.42,54.5,4.52,2.58
Rose Harissa paste,459.0,2.9,9.5,44.2,7.3
Omega 3 Fish Fingers,213.0,12.0,20.0,9.3,0.8
Super smoothie Défense,57.0,0.0,12.0,0.7,1.2
6 Free Range British Eggs Large,143.0,14.1,0.5,9.6,0.5
Dahl,92.0,4.6,6.8,3.9,5.7
Gnocchi Classic,152.0,4.2,32.0,0.5,1.1
White Bread,239.0,8.3,45.0,2.0,3.6
Dulcinea,539.0,3.3,61.0,31.0,1.5
Grenada,600.0,6.666666667,46.666666666667005,40.0,3.3333333333333
Burger vegetale classico,221.0,15.0,7.0,14.0,3.7
Blanc de Poulet - Doré au Four,100.0,21.0,0.5,1.6,0.0
Barres Granola au sirop d'érable,461.0,8.7,63.6,17.7,6.4
Galettes pois fromage épinards,161.0,16.8,4.6,7.5,3.8
Le viennois,156.0,2.8,18.4,7.8,0.0
Sea salt & chardonny vinegar,484.0,7.2,51.0,27.0,0.0
Muesli frutas,0.0,0.0,0.0,0.0,0.0
6 Veggie Sausages,213.0,6.0,19.1,11.1,6.89
Tabulé Oriental,167.4,3.9,25.4,5.2,1.7
Chicles hierbabuena,151.0,0.5,63.0,0.5,0.0
On-The-Go Protein Pouch: strawberry,72.5,12.5,4.65,0.35,0.4
Soft,443.0,0.3,50.72,24.1,0.0
moutarde,0.0,0.0,0.0,0.0,0.0
lait frais,0.0,0.0,0.0,0.0,0.0
Sauce andalouse,0.0,0.0,0.0,0.0,0.0
Sticky Rice,152.0,2.3,31.7,1.8,0.0
NESTLE FITNESS Chocolat Noir Céréales 450g,400.0,8.9,66.9,8.5,10.2
Mini lunette bio,500.0,6.5,63.59999847,23.79999924,0.7
Rigatoni,356.0,12.0,72.0,1.47,3.07
Alesto Super Linseed Mix,516.0,20.3,14.1,38.5,15.8
Garbanzos cocidos categoría extra,99.0,5.6,13.2,1.7,4.2
Butterpak Spreadable Light Slight Salted,520.0,1.0,2.0,57.0,1.0
Pâte à tartiner Noisettes et Cacao Bio et équitable,537.0,6.1,58.0,31.0,3.6
Maxi tranches Complet,262.0,8.4,42.0,5.3,6.5
Chips à la crevette,471.0,1.1,73.0,19.0,1.7
Beurre de cacahuètes Crunchy,625.4780115,27.3,13.1,50.1,9.8
Tarte poireaux,217.0,5.2,20.8,12.2,1.6
Strawberry Quark,83.0,12.5,7.5,0.5,0.0
Saucisses natures à base de protéines de soja,152.0,16.0,2.4,7.5,4.7
Monster Munch Crazy Goût Crème Oignon,515.0,3.8,63.0,27.0,4.0
Harissa paste,97.0,1.8,10.5,4.6,3.2
Avena cremosa,45.0,0.8,6.0,1.5,0.7
Sucre fleurs de coco,388.0,1.4,94.0,0.5,0.8
Protein,400.0,30.9,47.6,8.5,0.0
"Dahl de lentilles corail, coco & épices",144.0,5.4,19.0,4.6,2.7
Hellman’s Original Mayonnaise,671.0,0.6,2.9,73.0,0.0
Stong White Bread Flour,366.0,11.5,75.3,1.4,3.1
Miel de Fleurs,0.0,0.0,0.0,0.0,0.0
Gochujang Korean hot chili paste,215.0,5.7,46.0,1.8,4.0
Baked Cheese & Onion,436.0,5.91,72.7,12.7,6.36
Muffins,423.9,5.1,52.2,21.0,0.0
"Plant Based Mature Cheddar Flavour, vegan cheese",336.0,0.2,23.7,25.6,4.9
Lay's Paysanne saveur oignons de Roscoff caramélisé,501.0,6.5,54.0,28.0,4.4
Cheese Slices,224.0,14.6,8.78,13.7,2.44
Brunch Kräuter,219.0,5.3,4.5,20.0,0.0
5 Plain Bagels,263.0,11.0,51.2,0.8,3.5
Paprika,522.0,6.7,54.0,30.0,4.4
Palitos de pescado,90.0,7.9,12.4,0.8,0.9
Original Hot Sauce,19.0,2.1,4.9,0.4,0.0
Excellence Noir Craquant Pailleté Gaufrette,525.0,6.0,54.0,30.0,0.0
Destination Asie - Pad Thaï,100.0,7.2,12.0,2.1,1.9
Dal Crem,0.0,0.0,0.0,0.0,0.0
PROTEIN pudding,83.0,10.3,6.2,1.5,0.0
Barres au son d'avoine,343.0,12.0,57.0,10.0,7.0
"Spécialité Laitière Framboise, Grenade, Baies de Goji",79.4,8.82,11.0,0.0,0.0
Petit dej’ pepites de chocolat & miel,469.0,8.4,63.0,19.0,6.3
HIGH PROTEIN Mousse,76.6,10.0,5.83,1.43,0.0
Les fourrées cacao noisette,423.0,7.8,68.0,15.0,4.2
Chocolat noir 70% cacao,571.0,7.4,33.5,42.6,11.8
Infusion framboise groseille,1.0,0.1,0.0,0.0,0.0
Roasted Pistachios,612.0,24.8,10.3,50.3,9.5
Cola Zero,0.2,0.0,0.0,0.0,0.0
protein bar caramel,425.0,17.0,34.0,21.0,16.0
Kombucha Fleur de sureau & Citron,1.0,0.0,1.0,0.0,0.0
Rosemary & Sea Salt Flatbread Thins,399.0,13.1,73.1,5.0,4.7
Sainsburys,204.0,6.4,41.4,0.7,0.0
